Item Number,Item Name,Item Description,Size,Regular Price,UPC,Department Name,Qty 1,On Order Qty
62,ECO STYLING GEL 8OZ ARGAN,,,400,0748378003130,BEAUTY SUPPLIES,25,0
63,ECO STYLING GEL 8OZ OLIVE,,,400,0748378001105,BEAUTY SUPPLIES,-9,0
64,GOT2B FREEZE SPRAY,,,1700,0052336912014,BEAUTY SUPPLIES,10,0
65,DREAM WIG CAP,,,300,0669352100976,BEAUTY SUPPLIES,-209,0
66,EBIN TINTED LACE SPRAY LWB,,,1600,0812429033251,BEAUTY SUPPLIES,10,0
67,AMPRO GEL SUPER HOLD 6OZ,,,200,0077312408404,BEAUTY SUPPLIES,7,0
68,MAGIC BONE TAIL COMB,,,70,0636227401162,BEAUTY SUPPLIES,-4,0
69,AJ LEAVE IN CONDITIONER,Beauty,,1700,,BEAUTY SUPPLIES,0,0
70,AJ OH SO CLEAN SHAMPOO 12OZ,Beauty,,1700,,BEAUTY SUPPLIES,0,0
71,ORS SHEEN SPRAY,Beauty,,1050,0632169110308,BEAUTY SUPPLIES,17,0
72,ORS OLIVE OIL HEAT SERUM 6OZ,Beauty,,1450,0632169111633,BEAUTY SUPPLIES,0,0
73,AJ KNOT OLN MY WATCH DETANGLER,Beauty,,1300,,BEAUTY SUPPLIES,0,0
74,AJ COCONUT BUTTER CRÈME 7.5OZ,Beauty,,1300,,BEAUTY SUPPLIES,0,0
75,AJ FLAXSEED CURLING GEL,Beauty,,1700,,BEAUTY SUPPLIES,0,0
76,ORS HAIREPAIR POLISHER 60Z,Beauty,,1450,0632169111619,BEAUTY SUPPLIES,0,0
77,DIANE ROYAL OVAL SATIN BRUSH,Beauty,,900,0824703091710,BEAUTY SUPPLIES,4,0
78,AJ CONTROL COND 15OZ,Beauty,,1480,,BEAUTY SUPPLIES,0,0
79,NOSE STUD,Beauty,,400,0846250003459,BEAUTY SUPPLIES,-187,0
80,LOTTABODY CONTROL ME EDGE BLACK,Beauty,,900,0075724435582,BEAUTY SUPPLIES,0,0
81,ORS OLIVE OIL GLOSSING POLISHER,Beauty,,1550,0632169111145,BEAUTY SUPPLIES,1,0
82,MURRAY BEESWAX 4OZ,Beauty,,600,0074704260008,BEAUTY SUPPLIES,2,0
83,S CURL ACTIVATOR 8OZ,Beauty,,980,,BEAUTY SUPPLIES,0,0
84,LUSTERS PINK GLOSSER,Beauty,12 OZ,1300,0038276056018,BEAUTY SUPPLIES,25,0
85,CREAM OF NATURE PERFECT EDGES,Beauty,,1200,,BEAUTY SUPPLIES,3,0
86,C/N ARGAN EDGES EXTRA HOLD,Beauty,,1080,,BEAUTY SUPPLIES,0,0
87,TOWEL,Beauty,,350,,BEAUTY SUPPLIES,-4,0
88,ANNIE BRUSH-CUSHION,Beauty,,450,0705372020501,BEAUTY SUPPLIES,2,0
89,ORS OLIVE OIL EDGE CONTROL,Beauty,,1150,0632169111763,BEAUTY SUPPLIES,2,0
90,PUMP IT UP 8OZ,Beauty,,850,0032023016348,BEAUTY SUPPLIES,6,0
91,LOTTABODY  fortify me LEAVE IN,Beauty,,850,0075724398313,BEAUTY SUPPLIES,0,0
92,LOTTABODY TEXT. SETTING LOTION,Beauty,,650,,BEAUTY SUPPLIES,0,0
93,LOTTABODY CLEANSE ME COWASH,Beauty,,850,,BEAUTY SUPPLIES,-1,0
94,LOTTABODY CONTROL ME EDGE GEL,Beauty,,760,0075724084018,BEAUTY SUPPLIES,0,0
95,ANNIE COMB- SHAMPOO,Beauty,,125,0705372000190,BEAUTY SUPPLIES,10,0
96,ANNIE COMB-PIN SHELL,Beauty,,150,0705372000305,BEAUTY SUPPLIES,0,0
97,HAIR RINGS,Beauty,,200,,BEAUTY SUPPLIES,-95,0
98,HAIR STRINGS,Beauty,,200,,BEAUTY SUPPLIES,-19,0
99,WHITE TOWEL,Beauty,,200,,BEAUTY SUPPLIES,0,0
100,AB 3 IN 1 EDGE BRUSH,Beauty,,300,0718015000006,BEAUTY SUPPLIES,-3,0
101,THE SHAPPY FILE COARSE,Beauty,,1200,0616909588879,BEAUTY SUPPLIES,6,0
102,M&M SP 3PCSRING WIG CLIP,Beauty,,200,0842510011028,BEAUTY SUPPLIES,0,0
103,ANNIE BROWSHAPER,Beauty,,200,0705372051314,BEAUTY SUPPLIES,-63,0
104,CALA BABY NAIL CLIPPER,Beauty,,300,,BEAUTY SUPPLIES,-1,0
105,GRAHAM WRAPP IT BLACK,Beauty,,1000,0747036371505,BEAUTY SUPPLIES,16,0
106,MAGIG DOUBLE SIDED EDGE BRUSH,Beauty,,300,0636227247463,BEAUTY SUPPLIES,-23,0
107,GHOSTBOND PLATINUM,Beauty,,4500,0642554488387,BEAUTY SUPPLIES,10,0
108,GHOSTBOND CLASSIC,Beauty,,4500,0628586868915,BEAUTY SUPPLIES,-19,0
109,M&M SPRING WIG CLIP,Beauty,,200,,BEAUTY SUPPLIES,-13,0
110,THREAD WEAVING GABRIELLA 400M,Beauty,,500,,BEAUTY SUPPLIES,-2,0
111,SALON PRO HAIR GLUE 4OZ,Beauty,,1100,0746817584097,BEAUTY SUPPLIES,3,0
112,AJ CURL LA LA,Beauty,,1700,,BEAUTY SUPPLIES,-1,0
113,WILD GROWTH HAIR OIL,Beauty,,2000,,BEAUTY SUPPLIES,-20,0
114,WILD GROWTH LIGHT OIL MOISTURIZ,Beauty,,2000,0617218000021,BEAUTY SUPPLIES,3,0
115,SHEA MST RAW CREAM CUSTARD,Beauty,,2500,0764302280989,BEAUTY SUPPLIES,-1,0
116,SHEA MST CURL SMOOTHIE,Beauty,,2500,0764302290223,BEAUTY SUPPLIES,-2,0
117,DOO GRO ANTI DANDRUFF CREME,Beauty,,1100,0649010751504,BEAUTY SUPPLIES,2,0
118,CANTU LEAVE IN CONDITIONER SHEA,Beauty,,1100,0856017000126,BEAUTY SUPPLIES,3,0
119,CANTU DEFINE AND SHINE CUSTARD,Beauty,,1350,0817513010125,BEAUTY SUPPLIES,0,0
120,CANTU SHEA BUTTER HAIR DRESSING,Beauty,,850,0874211002685,BEAUTY SUPPLIES,0,0
121,CANTU KIDS SHAMPOO 8OZ,Beauty,,1050,0817513015465,BEAUTY SUPPLIES,2,0
122,CANTU KIDS CONDITIONER DETANGLE,Beauty,,1050,0817513015441,BEAUTY SUPPLIES,0,0
123,CANTU NAT. SULFATE FREE CONDITI,Beauty,,1250,0817513015328,BEAUTY SUPPLIES,7,0
124,CANTU CONDITIONING CO WASH 10OZ,Beauty,,1250,0817513010149,BEAUTY SUPPLIES,1,0
125,SILICON MIX 16OZ SHAMPOO,Beauty,,1100,7464804101845,BEAUTY SUPPLIES,12,0
126,SHEA MST COCO & HIBIS MOUSSE,Beauty,,2200,0764302290612,BEAUTY SUPPLIES,0,0
127,SHEA RAW MOIST RETENTION SHAMPO,Beauty,,2400,0764302280200,BEAUTY SUPPLIES,1,0
128,CANTU KIDS LEAVE IN CONDITIONER,Beauty,,1050,0817513015427,BEAUTY SUPPLIES,-2,0
129,ADORE HAIR COLOUR,Beauty,,950,0661157101943,BEAUTY SUPPLIES,-304,0
130,DARK AND LOVELY HONEY BLONDE,Beauty,,1210,,BEAUTY SUPPLIES,0,0
131,ORS OO CREAMY ALOE SHAMPOO SACH,Beauty,,320,0632169111664,BEAUTY SUPPLIES,-1,0
132,C/N ARGAN COND TREAT SACHET,Beauty,,330,,BEAUTY SUPPLIES,0,0
133,AJ CURL LA LA SACHET,Beauty,,320,0034285686024,BEAUTY SUPPLIES,-11,0
134,ORS OLIVE OIL REPLENISH PAK,Beauty,,320,0632169111015,BEAUTY SUPPLIES,-6,0
135,OKAY PEPPERMINT OIL,Beauty,,950,0810367017203,BEAUTY SUPPLIES,-7,0
136,AP OM DEEP COND TREATMENT,Beauty,,300,0802535493018,BEAUTY SUPPLIES,10,0
137,ORS HAIR MAYO SACHET,Beauty,,350,0632169110230,BEAUTY SUPPLIES,-21,0
138,OKAY CHARCOAL LEAVE IN DEEP CON,Beauty,,350,0815166023998,BEAUTY SUPPLIES,7,0
10133,13x6 Body Wave Frontal,13x6-body-wave-frontal,"18""",22000,,System,0,0
10134,13x6 Body Wave Frontal,13x6-body-wave-frontal,"20""",17000,,System,0,0
10006,13x6 Straight Frontal,13x4-straight-frontal-1,"10""",18500,,BUNDLES,0,0
10122,13x6 Straight Frontal,13x4-straight-frontal-1,"12""",19500,,BUNDLES,0,0
10123,13x6 Straight Frontal,13x4-straight-frontal-1,"14""",19000,,BUNDLES,1,0
10124,13x6 Straight Frontal,13x4-straight-frontal-1,"16""",20000,,BUNDLES,2,0
10125,13x6 Straight Frontal,13x4-straight-frontal-1,"18""",22000,,BUNDLES,2,0
10128,13x6 Straight Frontal,13x4-straight-frontal-1,"20""",17000,,BUNDLES,0,0
10261,1B 27 Blonde Body Wave Bundles,1b-27-blonde-body-wave-bundles,"10""",5500,,System,0,0
10262,1B 27 Blonde Body Wave Bundles,1b-27-blonde-body-wave-bundles,"12""",6000,,System,0,0
10263,1B 27 Blonde Body Wave Bundles,1b-27-blonde-body-wave-bundles,"14""",6500,,System,-1,0
10264,1B 27 Blonde Body Wave Bundles,1b-27-blonde-body-wave-bundles,"16""",7000,,System,0,0
10265,1B 27 Blonde Body Wave Bundles,1b-27-blonde-body-wave-bundles,"18""",7500,,System,0,0
10266,1B 27 Blonde Body Wave Bundles,1b-27-blonde-body-wave-bundles,"20""",8500,,System,0,0
10267,1B 27 Blonde Body Wave Bundles,1b-27-blonde-body-wave-bundles,"22""",9000,,System,-1,0
10268,1B 27 Blonde Body Wave Bundles,1b-27-blonde-body-wave-bundles,"24""",10000,,System,0,0
10269,1B 27 Blonde Body Wave Bundles,1b-27-blonde-body-wave-bundles,"26""",10500,,System,-1,0
10270,1B 27 Blonde Body Wave Bundles,1b-27-blonde-body-wave-bundles,"28""",11000,,System,0,0
10271,1B 27 Blonde Body Wave Bundles,1b-27-blonde-body-wave-bundles,"30""",11500,,System,0,0
10250,1B 27 Blonde Straight Bundles,1b-27-blonde-straight,"10""",5500,,System,0,0
10251,1B 27 Blonde Straight Bundles,1b-27-blonde-straight,"12""",6000,,System,0,0
10252,1B 27 Blonde Straight Bundles,1b-27-blonde-straight,"14""",6500,,System,0,0
10253,1B 27 Blonde Straight Bundles,1b-27-blonde-straight,"16""",7000,,System,0,0
10254,1B 27 Blonde Straight Bundles,1b-27-blonde-straight,"18""",7500,,System,-1,0
10255,1B 27 Blonde Straight Bundles,1b-27-blonde-straight,"20""",8500,,System,0,0
10256,1B 27 Blonde Straight Bundles,1b-27-blonde-straight,"22""",9000,,System,0,0
10257,1B 27 Blonde Straight Bundles,1b-27-blonde-straight,"24""",10000,,System,0,0
10258,1B 27 Blonde Straight Bundles,1b-27-blonde-straight,"26""",10500,,System,0,0
10259,1B 27 Blonde Straight Bundles,1b-27-blonde-straight,"28""",11000,,System,0,0
10260,1B 27 Blonde Straight Bundles,1b-27-blonde-straight,"30""",11500,,System,0,0
10241,1B 613 Blonde Straight Bundles,1b-613-blonde-bundles,"10""",8000,,System,1,0
10242,1B 613 Blonde Straight Bundles,1b-613-blonde-bundles,"12""",6000,,System,0,0
10243,1B 613 Blonde Straight Bundles,1b-613-blonde-bundles,"14""",6500,,System,0,0
10244,1B 613 Blonde Straight Bundles,1b-613-blonde-bundles,"16""",7000,,System,0,0
10245,1B 613 Blonde Straight Bundles,1b-613-blonde-bundles,"18""",7500,,System,0,0
10246,1B 613 Blonde Straight Bundles,1b-613-blonde-bundles,"20""",8000,,System,0,0
10247,1B 613 Blonde Straight Bundles,1b-613-blonde-bundles,"22""",9000,,System,1,0
10248,1B 613 Blonde Straight Bundles,1b-613-blonde-bundles,"24""",10000,,System,1,0
10249,1B 613 Blonde Straight Bundles,1b-613-blonde-bundles,"26""",11000,,System,2,0
10301,1B 613 Blonde Straight Closure,1b-613-blonde-straight-closure,"10""",9500,,System,0,0
10302,1B 613 Blonde Straight Closure,1b-613-blonde-straight-closure,"12""",10500,,System,0,0
10303,1B 613 Blonde Straight Closure,1b-613-blonde-straight-closure,"14""",11500,,System,-1,0
10304,1B 613 Blonde Straight Closure,1b-613-blonde-straight-closure,"16""",12500,,System,0,0
10305,1B 613 Blonde Straight Closure,1b-613-blonde-straight-closure,"18""",13000,,System,0,0
10306,1B 613 Blonde Straight Closure,1b-613-blonde-straight-closure,"20""",13500,,System,0,0
10284,1B 613 Blonde Straight Frontal,1b-613-blonde-straight-frontal,"10""",20500,,System,0,0
10285,1B 613 Blonde Straight Frontal,1b-613-blonde-straight-frontal,"12""",21500,,System,0,0
10307,1B 613 Blonde Straight Frontal,1b-613-blonde-straight-frontal,"14""",22500,,System,1,0
10286,1B 613 Blonde Straight Frontal,1b-613-blonde-straight-frontal,"16""",23500,,System,-1,0
10287,1B 613 Blonde Straight Frontal,1b-613-blonde-straight-frontal,"18""",23500,,System,0,0
10288,1B 613 Blonde Straight Frontal,1b-613-blonde-straight-frontal,"20""",28500,,System,0,0
10141,2x6 Body Wave Closure,2x6-body-wave-closure,"12""",4500,,System,0,0
10147,2x6 Body Wave Closure,2x6-body-wave-closure,14'',5000,,System,0,0
10142,2x6 Body Wave Closure,2x6-body-wave-closure,"16""",5500,,System,0,0
10143,2x6 Body Wave Closure,2x6-body-wave-closure,"18""",6000,,System,0,0
10001,2x6 Straight Closure,straight-closure,"10""",4000,,System,0,0
10119,2x6 Straight Closure,straight-closure,"12""",4500,,System,1,0
10120,2x6 Straight Closure,straight-closure,"14""",5000,,System,-1,0
10121,2x6 Straight Closure,straight-closure,"16""",5500,,System,0,0
10126,2x6 Straight Closure,straight-closure,"18""",6000,,System,0,0
10127,2x6 Straight Closure,straight-closure,"20""",6500,,System,0,0
10007,"40"" J WIG","40""-j-wig",,8000,,System,0,0
10062,4x4 Body Wave Closure,body-wave-closure,10,8500,,System,0,0
10063,4x4 Body Wave Closure,body-wave-closure,12,9500,,System,0,0
10064,4x4 Body Wave Closure,body-wave-closure,14,10000,,System,0,0
10065,4x4 Body Wave Closure,body-wave-closure,16,11000,,System,0,0
10066,4x4 Body Wave Closure,body-wave-closure,18,11500,,System,0,0
10067,4x4 Body Wave Closure,body-wave-closure,20,12000,,System,2,0
10068,4x4 Deep Curly Closure,deep-curly-closure,10,8500,,System,0,0
10069,4x4 Deep Curly Closure,deep-curly-closure,12,9500,,System,0,0
10070,4x4 Deep Curly Closure,deep-curly-closure,14,10000,,System,3,0
10071,4x4 Deep Curly Closure,deep-curly-closure,16,11000,,System,1,0
10072,4x4 Deep Curly Closure,deep-curly-closure,18,11500,,System,2,0
10073,4x4 Deep Curly Closure,deep-curly-closure,20,12000,,System,1,0
10157,4x4 Deep Wave Closure,4x4-deep-wave,"10""",8500,,System,0,0
10158,4x4 Deep Wave Closure,4x4-deep-wave,"12""",9500,,System,2,0
10159,4x4 Deep Wave Closure,4x4-deep-wave,"14""",10000,,System,1,0
10160,4x4 Deep Wave Closure,4x4-deep-wave,"16""",11000,,System,1,0
10161,4x4 Deep Wave Closure,4x4-deep-wave,"18""",11500,,System,2,0
10162,4x4 Deep Wave Closure,4x4-deep-wave,"20""",12000,,System,2,0
10169,4x4 Kinky Curly Closure,4x4-kinky-curly-closure,"10""",8500,,System,1,0
10170,4x4 Kinky Curly Closure,4x4-kinky-curly-closure,"12""",9500,,System,-1,0
10171,4x4 Kinky Curly Closure,4x4-kinky-curly-closure,"14""",10000,,System,1,0
10172,4x4 Kinky Curly Closure,4x4-kinky-curly-closure,"16""",11000,,System,1,0
10173,4x4 Kinky Curly Closure,4x4-kinky-curly-closure,"18""",11500,,System,4,0
10174,4x4 Kinky Curly Closure,4x4-kinky-curly-closure,"20""",12000,,System,0,0
10151,4x4 Loose Deep Wave,4x4-loose-deep-wave,"10""",8500,,System,1,0
10152,4x4 Loose Deep Wave,4x4-loose-deep-wave,"12""",9500,,System,3,0
10153,4x4 Loose Deep Wave,4x4-loose-deep-wave,"14""",10000,,System,2,0
10154,4x4 Loose Deep Wave,4x4-loose-deep-wave,"16""",11000,,System,0,0
10155,4x4 Loose Deep Wave,4x4-loose-deep-wave,"18""",11500,,System,1,0
10156,4x4 Loose Deep Wave,4x4-loose-deep-wave,"20""",12000,,System,1,0
10144,4x4 Loose Wave Closure,4x4-loose-wave-closure,"10""",8500,,System,0,0
10145,4x4 Loose Wave Closure,4x4-loose-wave-closure,"12""",9500,,System,0,0
10146,4x4 Loose Wave Closure,4x4-loose-wave-closure,"14""",10000,,System,2,0
10148,4x4 Loose Wave Closure,4x4-loose-wave-closure,"16""",11000,,System,1,0
10149,4x4 Loose Wave Closure,4x4-loose-wave-closure,"18""",11500,,System,1,0
10150,4x4 Loose Wave Closure,4x4-loose-wave-closure,"20""",12000,,System,1,0
10056,4x4 Straight Closure,straight-closure-1,10,8500,,System,0,0
10057,4x4 Straight Closure,straight-closure-1,12,9500,,System,0,0
10058,4x4 Straight Closure,straight-closure-1,14,10000,,System,0,0
10059,4x4 Straight Closure,straight-closure-1,16,11000,,System,0,0
10060,4x4 Straight Closure,straight-closure-1,18,11500,,System,1,0
10061,4x4 Straight Closure,straight-closure-1,20,12000,,System,2,0
10163,4x4 Water Wave Closure,4x4-water-wave-closure,"10""",8500,,System,1,0
10164,4x4 Water Wave Closure,4x4-water-wave-closure,"12""",9500,,System,0,0
10165,4x4 Water Wave Closure,4x4-water-wave-closure,"14""",10000,,System,0,0
10166,4x4 Water Wave Closure,4x4-water-wave-closure,"16""",11000,,System,-1,0
10167,4x4 Water Wave Closure,4x4-water-wave-closure,"18""",11500,,System,0,0
10168,4x4 Water Wave Closure,4x4-water-wave-closure,20'',12000,,System,1,0
10230,613 Blonde Body Wave Bundles,613-blonde-body-wave,"10""",6000,,System,0,0
10231,613 Blonde Body Wave Bundles,613-blonde-body-wave,"12""",6000,,System,-2,0
10232,613 Blonde Body Wave Bundles,613-blonde-body-wave,"14""",6500,,System,0,0
10233,613 Blonde Body Wave Bundles,613-blonde-body-wave,"16""",7000,,System,0,0
10234,613 Blonde Body Wave Bundles,613-blonde-body-wave,"18""",7500,,System,0,0
10235,613 Blonde Body Wave Bundles,613-blonde-body-wave,"20""",8000,,System,-1,0
10236,613 Blonde Body Wave Bundles,613-blonde-body-wave,"22""",9000,,System,-3,0
10237,613 Blonde Body Wave Bundles,613-blonde-body-wave,"24""",10000,,System,-2,0
10238,613 Blonde Body Wave Bundles,613-blonde-body-wave,"26""",11000,,System,-1,0
10239,613 Blonde Body Wave Bundles,613-blonde-body-wave,"28""",12000,,System,0,0
10240,613 Blonde Body Wave Bundles,613-blonde-body-wave,"30""",13000,,System,0,0
10295,613 Blonde Body Wave Closure,613-blonde-body-wave-closure,"10""",9500,,System,0,0
10296,613 Blonde Body Wave Closure,613-blonde-body-wave-closure,"12""",10500,,System,0,0
10297,613 Blonde Body Wave Closure,613-blonde-body-wave-closure,"14""",11500,,System,-1,0
10298,613 Blonde Body Wave Closure,613-blonde-body-wave-closure,"16""",12500,,System,-1,0
10299,613 Blonde Body Wave Closure,613-blonde-body-wave-closure,"18""",13000,,System,0,0
10300,613 Blonde Body Wave Closure,613-blonde-body-wave-closure,"20""",13500,,System,0,0
10272,613 Blonde Body Wave Frontal,613-blonde-body-wave-frontal,"10""",20500,,System,-1,0
10273,613 Blonde Body Wave Frontal,613-blonde-body-wave-frontal,"12""",21500,,System,0,0
10274,613 Blonde Body Wave Frontal,613-blonde-body-wave-frontal,"14""",22500,,System,0,0
10275,613 Blonde Body Wave Frontal,613-blonde-body-wave-frontal,"16""",23500,,System,-1,0
10276,613 Blonde Body Wave Frontal,613-blonde-body-wave-frontal,"18""",25500,,System,0,0
10277,613 Blonde Body Wave Frontal,613-blonde-body-wave-frontal,"20""",28500,,System,0,0
10009,613 Blonde Straight Bundles,613-blonde-straight,"10""",8500,,System,-5,0
10010,613 Blonde Straight Bundles,613-blonde-straight,"12""",9000,,System,-5,0
10011,613 Blonde Straight Bundles,613-blonde-straight,"14""",10000,,System,1,0
10222,613 Blonde Straight Bundles,613-blonde-straight,"16""",11000,,System,-5,0
10223,613 Blonde Straight Bundles,613-blonde-straight,"18""",12000,,System,-3,0
10224,613 Blonde Straight Bundles,613-blonde-straight,"20""",13000,,System,-6,0
10225,613 Blonde Straight Bundles,613-blonde-straight,"22""",14000,,System,-5,0
10226,613 Blonde Straight Bundles,613-blonde-straight,"24""",15000,,System,0,0
10227,613 Blonde Straight Bundles,613-blonde-straight,"26""",16000,,System,0,0
10228,613 Blonde Straight Bundles,613-blonde-straight,"28""",17000,,System,-1,0
10229,613 Blonde Straight Bundles,613-blonde-straight,"30""",18500,,System,1,0
10289,613 Blonde Straight Closure,613-blonde-straight-closure,"10""",10500,,System,0,0
10290,613 Blonde Straight Closure,613-blonde-straight-closure,"12""",10500,,System,0,0
10291,613 Blonde Straight Closure,613-blonde-straight-closure,"14""",11500,,System,-2,0
1153,"BDAY LACE FRONTAL WIG 22""",,22,53500,,BUNDLES,-13,0
1178,"SOLO EXPRESS 10"" #1",,10,3200,0828179904291,BEAUTY SUPPLIES,-2,0
1200,GOT2B SMALL BLACK,,,600,0052336909298,BEAUTY SUPPLIES,5,0
1217,"JOY 12"" FRONTAL WIG",,,29000,,BUNDLES,0,0
1229,MS. REMI MESH WRAP,,,350,0705372044248,BEAUTY SUPPLIES,-2,0
1243,SHE IS BOMB WAX STICK,,,2000,,BEAUTY SUPPLIES,-1,0
1253,PERFUME,,,500,,BEAUTY SUPPLIES,-84,0
1278,ST IVES ACNE CONTROL APRICOT,,,1200,0077043104507,BEAUTY SUPPLIES,-3,0
1283,PEDI SLIPPERS,,,350,0705372053103,BEAUTY SUPPLIES,9,0
1310,GABRIELLA STONE PADDLE BRUSH,,,1000,0671331851021,BEAUTY SUPPLIES,0,0
1337,NEUTROGENA PINK GRAPE SCRUB,,,2000,0070501053607,BEAUTY SUPPLIES,0,0
1363,"CORE AUDIO 8"" SELFIE RING LIGHT",,,4500,0195207002923,BEAUTY SUPPLIES,-1,0
1369,NADINOLA FADE CREAM,,,1450,0075610271102,BEAUTY SUPPLIES,-6,0
1396,PERFUME SINGLE,,,1500,,BEAUTY SUPPLIES,-42,0
165,GOLD SKIN SNAIL SLIME CORRECT 3,Beauty,,950,6181100322880,BEAUTY SUPPLIES,3,0
192,GORILLA GLUE BOTTLE YELLOW,Beauty,,900,0878971001247,BEAUTY SUPPLIES,3,0
219,"XPRESSSION 84"" #1",Beauty,,850,0828179928792,BEAUTY SUPPLIES,-91,0
246,SALON BRUSH (JAB PADDLE CUSHION,Beauty,,750,0705372022314,BEAUTY SUPPLIES,0,0
273,ANNIE DRAW STRING CAP MULTI COL,Beauty,,310,0705372044545,BEAUTY SUPPLIES,0,0
300,COMB OUT CAPE BLACK VELCRO,Beauty,,600,0705372039190,BEAUTY SUPPLIES,1,0
327,Cantu Oil Sheen Deep Cond. Spra,Beauty,,930,0817513015014,BEAUTY SUPPLIES,0,0
354,D&Lovely AU Natural 10in 1 styl,Beauty,,1520,0075285008263,BEAUTY SUPPLIES,1,0
381,ORS Olive Oil Relaxer Extra Str,Beauty,,2100,0632169110995,BEAUTY SUPPLIES,1,0
408,NEW Colour Lotion 2oz Crimson F,Beauty,,370,0852744001016,BEAUTY SUPPLIES,-3,0
435,Design Ess. Restore Vitamin Tre,Beauty,,770,0875408003492,BEAUTY SUPPLIES,0,0
462,WOW FIESTA GREEN COLOUR RINSE 2,Beauty,,315,0850187001006,BEAUTY SUPPLIES,10,0
489,ETTENIO Free to be Me Condition,Beauty,,1780,0601754203947,BEAUTY SUPPLIES,1,0
516,Lottabody Sleek Me Blowout,Beauty,,770,0075724400788,BEAUTY SUPPLIES,3,0
10292,613 Blonde Straight Closure,613-blonde-straight-closure,"16""",12500,,System,0,0
10293,613 Blonde Straight Closure,613-blonde-straight-closure,"18""",13000,,System,0,0
10294,613 Blonde Straight Closure,613-blonde-straight-closure,"20""",13500,,System,0,0
10278,613 Blonde Straight Frontal,613-blonde-straight-frontal,"10""",20500,,System,8,0
10279,613 Blonde Straight Frontal,613-blonde-straight-frontal,"12""",21500,,System,7,0
10280,613 Blonde Straight Frontal,613-blonde-straight-frontal,"14""",22500,,System,1,0
10281,613 Blonde Straight Frontal,613-blonde-straight-frontal,"16""",23500,,System,1,0
10282,613 Blonde Straight Frontal,613-blonde-straight-frontal,"18""",23500,,System,0,0
10283,613 Blonde Straight Frontal,613-blonde-straight-frontal,"20""",25500,,System,0,0
10097,Body Wave Bundles,body-wave,10,6500,,System,9,0
10098,Body Wave Bundles,body-wave,12,7000,,System,-1,0
10099,Body Wave Bundles,body-wave,14,8000,,System,-7,0
10100,Body Wave Bundles,body-wave,16,9000,,System,9,0
10101,Body Wave Bundles,body-wave,18,10000,,System,0,0
10102,Body Wave Bundles,body-wave,20,11000,,System,14,0
10103,Body Wave Bundles,body-wave,22,12000,,System,17,0
10104,Body Wave Bundles,body-wave,24,13000,,System,8,0
10105,Body Wave Bundles,body-wave,26,14000,,System,13,0
10106,Body Wave Bundles,body-wave,28,15000,,System,17,0
10107,Body Wave Bundles,body-wave,30,16500,,System,26,0
10014,Clairol Volume 40,clairol-volume-40,,750,,System,11,0
10400,COVER FX FOUNDATION,cover-fx-foundation,,0,,System,0,0
10075,Deep Curly Bundles,deep-curly,10,6500,,System,0,0
10076,Deep Curly Bundles,deep-curly,12,7000,,System,-3,0
10077,Deep Curly Bundles,deep-curly,14,8000,,System,-1,0
10078,Deep Curly Bundles,deep-curly,16,9000,,System,6,0
10079,Deep Curly Bundles,deep-curly,18,10000,,System,7,0
10080,Deep Curly Bundles,deep-curly,20,11000,,System,1,0
10081,Deep Curly Bundles,deep-curly,22,12000,,System,-2,0
10082,Deep Curly Bundles,deep-curly,24,13000,,System,4,0
10083,Deep Curly Bundles,deep-curly,26,14000,,System,7,0
10084,Deep Curly Bundles,deep-curly,28,15000,,System,9,0
10085,Deep Curly Bundles,deep-curly,30,16500,,System,12,0
10086,Deep Wave Bundles,deep-wave,10,6500,,System,7,0
10087,Deep Wave Bundles,deep-wave,12,7000,,System,10,0
10088,Deep Wave Bundles,deep-wave,14,8000,,System,15,0
10089,Deep Wave Bundles,deep-wave,16,9000,,System,19,0
10090,Deep Wave Bundles,deep-wave,18,10000,,System,0,0
10091,Deep Wave Bundles,deep-wave,20,11000,,System,-8,0
10092,Deep Wave Bundles,deep-wave,22,12000,,System,15,0
10093,Deep Wave Bundles,deep-wave,24,13000,,System,16,0
10094,Deep Wave Bundles,deep-wave,26,14000,,System,13,0
10095,Deep Wave Bundles,deep-wave,28,15000,,System,-2,0
10096,Deep Wave Bundles,deep-wave,30,16500,,System,16,0
10221,Destiny Puff,destiny-jumbo-puff,Jumbo,1500,,System,-2,0
10220,Destiny Puff,destiny-jumbo-puff,Large,1000,,System,-2,0
10219,Destiny Puff,destiny-jumbo-puff,Small,900,,System,-2,0
10175,Expression Braid,expression-#1,1,800,,System,-32,0
10176,Expression Braid,expression-#1,1b,600,,System,-28,0
10074,FREEZE SPRAY,freeze-spray,,1500,,System,-1,0
10008,JANET MAY WIG,janet-may-wig,,4500,,System,0,0
10207,Kinky Curly Bundles,kinky-curly-cundles,"10""",6500,,System,9,0
10208,Kinky Curly Bundles,kinky-curly-cundles,"12""",7000,,System,9,0
10209,Kinky Curly Bundles,kinky-curly-cundles,"14""",8000,,System,10,0
10210,Kinky Curly Bundles,kinky-curly-cundles,"16""",9000,,System,9,0
10211,Kinky Curly Bundles,kinky-curly-cundles,"18""",10000,,System,5,0
10212,Kinky Curly Bundles,kinky-curly-cundles,"20""",11000,,System,7,0
10213,Kinky Curly Bundles,kinky-curly-cundles,"22""",12000,,System,10,0
10214,Kinky Curly Bundles,kinky-curly-cundles,"24""",13000,,System,5,0
